exp,cp,strike,gamma,oi
2027-12-17,C,30000.0,0.0,54.0
2027-12-17,P,30000.0,0.0,165.0
2027-12-17,C,30200.0,0.0,0.0
2027-12-17,P,30200.0,0.0,0.0
2027-12-17,C,30400.0,0.0,0.0
2027-12-17,P,30400.0,0.0,0.0
2027-12-17,C,30500.0,0.0,72.0
2027-12-17,P,30500.0,0.0,22.0
2027-12-17,C,30600.0,0.0,11.0
2027-12-17,P,30600.0,0.0,1.0
2027-12-17,C,30800.0,0.0,0.0
2027-12-17,P,30800.0,0.0,3.0
2027-12-17,C,31000.0,0.0,1.0
2027-12-17,P,31000.0,0.0,4.0
2027-12-17,C,31200.0,0.0,0.0
2027-12-17,P,31200.0,0.0,1.0
2027-12-17,C,31400.0,0.0,0.0
2027-12-17,P,31400.0,0.0,2.0
2027-12-17,C,31500.0,0.0,15.0
2027-12-17,P,31500.0,0.0,0.0
2027-12-17,C,31600.0,0.0,0.0
2027-12-17,P,31600.0,0.0,2.0
2027-12-17,C,31800.0,0.0,0.0
2027-12-17,P,31800.0,0.0,0.0
2027-12-17,C,32000.0,0.0,4.0
2027-12-17,P,32000.0,0.0,0.0
2027-12-17,C,32200.0,0.0,2.0
2027-12-17,P,32200.0,0.0,3.0
2027-12-17,C,32400.0,0.0,0.0
2027-12-17,P,32400.0,0.0,3.0
2027-12-17,C,32500.0,0.0,4.0
2027-12-17,P,32500.0,0.0,0.0
2027-12-17,C,32600.0,0.0,0.0
2027-12-17,P,32600.0,0.0,10.0
2027-12-17,C,32800.0,0.0,110.0
2027-12-17,P,32800.0,0.0,0.0
2027-12-17,C,33000.0,0.0,70.0
2027-12-17,P,33000.0,0.0,0.0
2027-12-17,C,33200.0,0.0,54.0
2027-12-17,P,33200.0,0.0,0.0
2027-12-17,C,33400.0,0.0,1.0
2027-12-17,P,33400.0,0.0,0.0
2027-12-17,C,33500.0,0.0,33.0
2027-12-17,P,33500.0,0.0,0.0
2027-12-17,C,33600.0,0.0,1.0
2027-12-17,P,33600.0,0.0,0.0
2027-12-17,C,34000.0,0.0,17.0
2027-12-17,P,34000.0,0.0,0.0
2027-12-17,C,34500.0,0.0,4.0
2027-12-17,P,34500.0,0.0,0.0
2027-12-17,C,35000.0,0.0,10.0
2027-12-17,P,35000.0,0.0,0.0
2027-12-17,C,35500.0,0.0,4.0
2027-12-17,P,35500.0,0.0,0.0
2027-12-17,C,36000.0,0.0,41.0
2027-12-17,P,36000.0,0.0,0.0
2027-12-17,C,36500.0,0.0,1.0
2027-12-17,P,36500.0,0.0,0.0
2027-12-17,C,37000.0,0.0,20.0
2027-12-17,P,37000.0,0.0,0.0
2027-12-17,C,37500.0,0.0,0.0
2027-12-17,P,37500.0,0.0,0.0
2027-12-17,C,38000.0,0.0,26.0
2027-12-17,P,38000.0,0.0,0.0
2027-12-17,C,38500.0,0.0,0.0
2027-12-17,P,38500.0,0.0,0.0
2027-12-17,C,39000.0,0.0,45.0
2027-12-17,P,39000.0,0.0,0.0
2027-12-17,C,40000.0,0.0,124.0
2027-12-17,P,40000.0,0.0,0.0
2027-12-17,C,41000.0,0.0,62.0
2027-12-17,P,41000.0,0.0,0.0
2027-12-17,C,42000.0,0.0,6.0
2027-12-17,P,42000.0,0.0,0.0
2027-12-17,C,43000.0,0.0,54.0
2027-12-17,P,43000.0,0.0,0.0
2027-12-17,C,44000.0,0.0,3.0
2027-12-17,P,44000.0,0.0,0.0
2027-12-17,C,45000.0,0.0,1.0
2027-12-17,P,45000.0,0.0,0.0
2027-12-17,C,46000.0,0.0,48.0
2027-12-17,P,46000.0,0.0,1.0
2027-12-17,C,47000.0,0.0,24.0
2027-12-17,P,47000.0,0.0,1.0
2028-12-15,C,6000.0,0.0,3.0
2028-12-15,P,6000.0,0.0,5.0
2028-12-15,C,7000.0,0.0,1.0
2028-12-15,P,7000.0,0.0,2.0
2028-12-15,C,8000.0,0.0,2.0
2028-12-15,P,8000.0,0.0,4.0
2028-12-15,C,9000.0,0.0,1.0
2028-12-15,P,9000.0,0.0,2.0
2028-12-15,C,10000.0,0.0,0.0
2028-12-15,P,10000.0,0.0,2.0
2028-12-15,C,11000.0,0.0,0.0
2028-12-15,P,11000.0,0.0,1.0
2028-12-15,C,12000.0,0.0,0.0
2028-12-15,P,12000.0,0.0,0.0
2028-12-15,C,13000.0,0.0,0.0
2028-12-15,P,13000.0,0.0,3.0
2028-12-15,C,14000.0,0.0,0.0
2028-12-15,P,14000.0,0.0,1.0
2028-12-15,C,15000.0,0.0,11.0
2028-12-15,P,15000.0,0.0,18.0
2028-12-15,C,15500.0,0.0,8.0
2028-12-15,P,15500.0,0.0,2.0
2028-12-15,C,16000.0,0.0,7.0
2028-12-15,P,16000.0,0.0,263.0
2028-12-15,C,16500.0,0.0,3.0
2028-12-15,P,16500.0,0.0,22.0
2028-12-15,C,17000.0,0.0,3.0
2028-12-15,P,17000.0,0.0,0.0
2028-12-15,C,17500.0,0.0,4.0
2028-12-15,P,17500.0,0.0,14.0
2028-12-15,C,18000.0,0.0,3.0
2028-12-15,P,18000.0,0.0,537.0
2028-12-15,C,18500.0,0.0,1.0
2028-12-15,P,18500.0,0.0,28.0
2028-12-15,C,19000.0,0.0,0.0
2028-12-15,P,19000.0,0.0,34.0
2028-12-15,C,19500.0,0.0,2.0
2028-12-15,P,19500.0,0.0,4.0
2028-12-15,C,20000.0,0.0,1.0
2028-12-15,P,20000.0,0.0,281.0
2028-12-15,C,20500.0,0.0,0.0
2028-12-15,P,20500.0,0.0,16.0
2028-12-15,C,21000.0,0.0,0.0
2028-12-15,P,21000.0,0.0,2.0
2028-12-15,C,21500.0,0.0,0.0
2028-12-15,P,21500.0,0.0,17.0
2028-12-15,C,22000.0,0.0,0.0
2028-12-15,P,22000.0,0.0,4.0
2028-12-15,C,22500.0,0.0,0.0
2028-12-15,P,22500.0,0.0,8.0
2028-12-15,C,23000.0,0.0,2.0
2028-12-15,P,23000.0,0.0,4.0
2028-12-15,C,23500.0,0.0,0.0
2028-12-15,P,23500.0,0.0,8.0
2028-12-15,C,24000.0,0.0,0.0
2028-12-15,P,24000.0,0.0,33.0
2028-12-15,C,24500.0,0.0,0.0
2028-12-15,P,24500.0,0.0,4.0
2028-12-15,C,25000.0,0.0,6.0
2028-12-15,P,25000.0,0.0,5.0
2028-12-15,C,25500.0,0.0,0.0
2028-12-15,P,25500.0,0.0,4.0
2028-12-15,C,26000.0,0.0,2.0
2028-12-15,P,26000.0,0.0,0.0
2028-12-15,C,26500.0,0.0,4.0
2028-12-15,P,26500.0,0.0,5.0
2028-12-15,C,27000.0,0.0,1.0
2028-12-15,P,27000.0,0.0,2.0
2028-12-15,C,27500.0,0.0,4.0
2028-12-15,P,27500.0,0.0,1.0
2028-12-15,C,28000.0,0.0,0.0
2028-12-15,P,28000.0,0.0,0.0
2028-12-15,C,28500.0,0.0,0.0
2028-12-15,P,28500.0,0.0,0.0
2028-12-15,C,29000.0,0.0,5.0
2028-12-15,P,29000.0,0.0,10.0
2028-12-15,C,29500.0,0.0,1.0
2028-12-15,P,29500.0,0.0,1.0
2028-12-15,C,30000.0,0.0,2.0
2028-12-15,P,30000.0,0.0,21.0
2028-12-15,C,30500.0,0.0,1.0
2028-12-15,P,30500.0,0.0,0.0
2028-12-15,C,31000.0,0.0,37.0
2028-12-15,P,31000.0,0.0,2.0
2028-12-15,C,31500.0,0.0,2.0
2028-12-15,P,31500.0,0.0,0.0
2028-12-15,C,32000.0,0.0,8.0
2028-12-15,P,32000.0,0.0,12.0
2028-12-15,C,32500.0,0.0,0.0
2028-12-15,P,32500.0,0.0,5.0
2028-12-15,C,33000.0,0.0,0.0
2028-12-15,P,33000.0,0.0,2.0
2028-12-15,C,33500.0,0.0,0.0
2028-12-15,P,33500.0,0.0,1.0
2028-12-15,C,34000.0,0.0,9.0
2028-12-15,P,34000.0,0.0,7.0
2028-12-15,C,35000.0,0.0,5.0
2028-12-15,P,35000.0,0.0,0.0
2028-12-15,C,36000.0,0.0,1.0
2028-12-15,P,36000.0,0.0,0.0
2028-12-15,C,37000.0,0.0,8.0
2028-12-15,P,37000.0,0.0,0.0
2028-12-15,C,38000.0,0.0,5.0
2028-12-15,P,38000.0,0.0,2.0
2028-12-15,C,39000.0,0.0,9.0
2028-12-15,P,39000.0,0.0,0.0
2028-12-15,C,40000.0,0.0,5.0
2028-12-15,P,40000.0,0.0,2.0
2028-12-15,C,41000.0,0.0,5.0
2028-12-15,P,41000.0,0.0,1.0
2028-12-15,C,42000.0,0.0,4.0
2028-12-15,P,42000.0,0.0,0.0
2028-12-15,C,43000.0,0.0,3.0
2028-12-15,P,43000.0,0.0,3.0
2028-12-15,C,44000.0,0.0,6.0
2028-12-15,P,44000.0,0.0,0.0
2028-12-15,C,45000.0,0.0,3.0
2028-12-15,P,45000.0,0.0,0.0
2028-12-15,C,46000.0,0.0,1.0
2028-12-15,P,46000.0,0.0,0.0
2028-12-15,C,47000.0,0.0,0.0
2028-12-15,P,47000.0,0.0,0.0
2028-12-15,C,48000.0,0.0,0.0
2028-12-15,P,48000.0,0.0,0.0
2028-12-15,C,49000.0,0.0,33.0
2028-12-15,P,49000.0,0.0,0.0
2028-12-15,C,50000.0,0.0,31.0
2028-12-15,P,50000.0,0.0,1.0
2029-12-21,C,6000.0,0.0,28.0
2029-12-21,P,6000.0,0.0,8.0
2029-12-21,C,7000.0,0.0,8.0
2029-12-21,P,7000.0,0.0,6.0
2029-12-21,C,8000.0,0.0,19.0
2029-12-21,P,8000.0,0.0,21.0
2029-12-21,C,9000.0,0.0,10.0
2029-12-21,P,9000.0,0.0,11.0
2029-12-21,C,10000.0,0.0,6.0
2029-12-21,P,10000.0,0.0,5.0
2029-12-21,C,11000.0,0.0,11.0
2029-12-21,P,11000.0,0.0,4.0
2029-12-21,C,12000.0,0.0,5.0
2029-12-21,P,12000.0,0.0,24.0
2029-12-21,C,13000.0,0.0,4.0
2029-12-21,P,13000.0,0.0,0.0
2029-12-21,C,14000.0,0.0,3.0
2029-12-21,P,14000.0,0.0,4.0
2029-12-21,C,15000.0,0.0,20.0
2029-12-21,P,15000.0,0.0,14.0
2029-12-21,C,15500.0,0.0,16.0
2029-12-21,P,15500.0,0.0,0.0
2029-12-21,C,16000.0,0.0,11.0
2029-12-21,P,16000.0,0.0,4.0
2029-12-21,C,16500.0,0.0,10.0
2029-12-21,P,16500.0,0.0,2.0
2029-12-21,C,17000.0,0.0,7.0
2029-12-21,P,17000.0,0.0,4.0
2029-12-21,C,17500.0,0.0,5.0
2029-12-21,P,17500.0,0.0,20.0
2029-12-21,C,18000.0,0.0,10.0
2029-12-21,P,18000.0,0.0,0.0
2029-12-21,C,18500.0,0.0,7.0
2029-12-21,P,18500.0,0.0,2.0
2029-12-21,C,19000.0,0.0,5.0
2029-12-21,P,19000.0,0.0,0.0
2029-12-21,C,19500.0,0.0,2.0
2029-12-21,P,19500.0,0.0,0.0
2029-12-21,C,20000.0,0.0,2.0
2029-12-21,P,20000.0,0.0,14.0
2029-12-21,C,20500.0,0.0,1.0
2029-12-21,P,20500.0,0.0,3.0
2029-12-21,C,21000.0,0.0,3.0
2029-12-21,P,21000.0,0.0,1.0
2029-12-21,C,21500.0,0.0,1.0
2029-12-21,P,21500.0,0.0,2.0
2029-12-21,C,22000.0,0.0,1.0
2029-12-21,P,22000.0,0.0,5.0
2029-12-21,C,22500.0,0.0,0.0
2029-12-21,P,22500.0,0.0,12.0
2029-12-21,C,23000.0,0.0,3.0
2029-12-21,P,23000.0,0.0,9.0
2029-12-21,C,23500.0,0.0,5.0
2029-12-21,P,23500.0,0.0,2.0
2029-12-21,C,24000.0,0.0,6.0
2029-12-21,P,24000.0,0.0,2.0
2029-12-21,C,24500.0,0.0,2.0
2029-12-21,P,24500.0,0.0,4.0
2029-12-21,C,25000.0,0.0,11.0
2029-12-21,P,25000.0,0.0,30.0
2029-12-21,C,25500.0,0.0,4.0
2029-12-21,P,25500.0,0.0,3.0
2029-12-21,C,26000.0,0.0,2.0
2029-12-21,P,26000.0,0.0,1.0
2029-12-21,C,26500.0,0.0,2.0
2029-12-21,P,26500.0,0.0,0.0
2029-12-21,C,27000.0,0.0,2.0
2029-12-21,P,27000.0,0.0,2.0
2029-12-21,C,27500.0,0.0,2.0
2029-12-21,P,27500.0,0.0,1.0
2029-12-21,C,28000.0,0.0,3.0
2029-12-21,P,28000.0,0.0,3.0
2029-12-21,C,28500.0,0.0,4.0
2029-12-21,P,28500.0,0.0,0.0
2029-12-21,C,29000.0,0.0,1.0
2029-12-21,P,29000.0,0.0,1.0
2029-12-21,C,29500.0,0.0,2.0
2029-12-21,P,29500.0,0.0,1.0
2029-12-21,C,30000.0,0.0,6.0
2029-12-21,P,30000.0,0.0,2.0
2029-12-21,C,30500.0,0.0,1.0
2029-12-21,P,30500.0,0.0,0.0
2029-12-21,C,31000.0,0.0,1.0
2029-12-21,P,31000.0,0.0,0.0
2029-12-21,C,31500.0,0.0,0.0
2029-12-21,P,31500.0,0.0,0.0
2029-12-21,C,32000.0,0.0,0.0
2029-12-21,P,32000.0,0.0,0.0
2029-12-21,C,32500.0,0.0,1.0
2029-12-21,P,32500.0,0.0,0.0
2029-12-21,C,33000.0,0.0,0.0
2029-12-21,P,33000.0,0.0,0.0
2029-12-21,C,33500.0,0.0,0.0
2029-12-21,P,33500.0,0.0,0.0
2029-12-21,C,34000.0,0.0,1.0
2029-12-21,P,34000.0,0.0,0.0
2029-12-21,C,34500.0,0.0,1.0
2029-12-21,P,34500.0,0.0,0.0
2029-12-21,C,35000.0,0.0,1.0
2029-12-21,P,35000.0,0.0,0.0
2029-12-21,C,36000.0,0.0,11.0
2029-12-21,P,36000.0,0.0,0.0
2029-12-21,C,37000.0,0.0,2.0
2029-12-21,P,37000.0,0.0,5.0
2029-12-21,C,38000.0,0.0,0.0
2029-12-21,P,38000.0,0.0,0.0
2029-12-21,C,39000.0,0.0,0.0
2029-12-21,P,39000.0,0.0,2.0
2029-12-21,C,40000.0,0.0,1.0
2029-12-21,P,40000.0,0.0,5.0
2029-12-21,C,41000.0,0.0,0.0
2029-12-21,P,41000.0,0.0,3.0
2029-12-21,C,42000.0,0.0,0.0
2029-12-21,P,42000.0,0.0,2.0
2029-12-21,C,43000.0,0.0,60.0
2029-12-21,P,43000.0,0.0,0.0
2029-12-21,C,44000.0,0.0,0.0
2029-12-21,P,44000.0,0.0,3.0
2029-12-21,C,45000.0,0.0,0.0
2029-12-21,P,45000.0,0.0,2.0
2029-12-21,C,46000.0,0.0,1.0
2029-12-21,P,46000.0,0.0,1.0
2029-12-21,C,47000.0,0.0,0.0
2029-12-21,P,47000.0,0.0,4.0
2029-12-21,C,48000.0,0.0,0.0
2029-12-21,P,48000.0,0.0,3.0
2029-12-21,C,49000.0,0.0,17.0
2029-12-21,P,49000.0,0.0,5.0
2029-12-21,C,50000.0,0.0,145.0
2029-12-21,P,50000.0,0.0,9.0
2026-08-31,C,10000.0,0.0,0.0
2026-08-31,P,10000.0,0.0,1.0
2026-08-31,C,11000.0,0.0,0.0
2026-08-31,P,11000.0,0.0,1.0
2026-08-31,C,12000.0,0.0,0.0
2026-08-31,P,12000.0,0.0,0.0
2026-08-31,C,13000.0,0.0,0.0
2026-08-31,P,13000.0,0.0,3.0
2026-08-31,C,14000.0,0.0,0.0
2026-08-31,P,14000.0,0.0,3.0
2026-08-31,C,15000.0,0.0,0.0
2026-08-31,P,15000.0,0.0,9.0
2026-08-31,C,16000.0,0.0,0.0
2026-08-31,P,16000.0,0.0,13.0
2026-08-31,C,17000.0,0.0,0.0
2026-08-31,P,17000.0,0.0,14.0
2026-08-31,C,18000.0,0.0,0.0
2026-08-31,P,18000.0,0.0,352.0
2026-08-31,C,19000.0,0.0,0.0
2026-08-31,P,19000.0,0.0,27.0
2026-08-31,C,19500.0,0.0,1.0
2026-08-31,P,19500.0,0.0,1.0
2026-08-31,C,20000.0,0.0,0.0
2026-08-31,P,20000.0,0.0,386.0
2026-08-31,C,20500.0,0.0,0.0
2026-08-31,P,20500.0,0.0,4.0
2026-08-31,C,21000.0,0.0,0.0
2026-08-31,P,21000.0,0.0,8.0
2026-08-31,C,21500.0,0.0,0.0
2026-08-31,P,21500.0,0.0,12.0
2026-08-31,C,22000.0,0.0,0.0
2026-08-31,P,22000.0,0.0,359.0
2026-08-31,C,22200.0,0.0,0.0
2026-08-31,P,22200.0,0.0,2.0
2026-08-31,C,22300.0,0.0,0.0
2026-08-31,P,22300.0,0.0,0.0
2026-08-31,C,22400.0,0.0,2.0
2026-08-31,P,22400.0,0.0,2.0
2026-08-31,C,22500.0,0.0,2.0
2026-08-31,P,22500.0,0.0,3.0
2026-08-31,C,22600.0,0.0,0.0
2026-08-31,P,22600.0,0.0,2.0
2026-08-31,C,22700.0,0.0,0.0
2026-08-31,P,22700.0,0.0,0.0
2026-08-31,C,22800.0,0.0,0.0
2026-08-31,P,22800.0,0.0,4.0
2026-08-31,C,22900.0,0.0,0.0
2026-08-31,P,22900.0,0.0,0.0
2026-08-31,C,23000.0,0.0,1.0
2026-08-31,P,23000.0,0.0,10.0
2026-08-31,C,23100.0,0.0,0.0
2026-08-31,P,23100.0,0.0,0.0
2026-08-31,C,23200.0,0.0,1.0
2026-08-31,P,23200.0,0.0,0.0
2026-08-31,C,23300.0,0.0,0.0
2026-08-31,P,23300.0,0.0,0.0
2026-08-31,C,23400.0,0.0,0.0
2026-08-31,P,23400.0,0.0,0.0
2026-08-31,C,23500.0,0.0,0.0
2026-08-31,P,23500.0,0.0,73.0
2026-08-31,C,23600.0,0.0,1.0
2026-08-31,P,23600.0,0.0,1.0
2026-08-31,C,23700.0,0.0,0.0
2026-08-31,P,23700.0,0.0,2.0
2026-08-31,C,23800.0,0.0,0.0
2026-08-31,P,23800.0,0.0,2.0
2026-08-31,C,23900.0,0.0,0.0
2026-08-31,P,23900.0,0.0,0.0
2026-08-31,C,24000.0,0.0,18.0
2026-08-31,P,24000.0,0.0,442.0
2026-08-31,C,24100.0,0.0,0.0
2026-08-31,P,24100.0,0.0,19.0
2026-08-31,C,24200.0,0.0,0.0
2026-08-31,P,24200.0,0.0,2.0
2026-08-31,C,24300.0,0.0,0.0
2026-08-31,P,24300.0,0.0,2.0
2026-08-31,C,24400.0,0.0,0.0
2026-08-31,P,24400.0,0.0,2.0
2026-08-31,C,24500.0,0.0,0.0
2026-08-31,P,24500.0,0.0,29.0
2026-08-31,C,24600.0,0.0,0.0
2026-08-31,P,24600.0,0.0,1.0
2026-08-31,C,24700.0,0.0,0.0
2026-08-31,P,24700.0,0.0,2.0
2026-08-31,C,24800.0,0.0,0.0
2026-08-31,P,24800.0,0.0,2.0
2026-08-31,C,24900.0,0.0,0.0
2026-08-31,P,24900.0,0.0,3.0
2026-08-31,C,25000.0,0.0,1.0
2026-08-31,P,25000.0,0.0,28.0
2026-08-31,C,25100.0,0.0,0.0
2026-08-31,P,25100.0,0.0,8.0
2026-08-31,C,25200.0,0.0,0.0
2026-08-31,P,25200.0,0.0,10.0
2026-08-31,C,25300.0,0.0,0.0
2026-08-31,P,25300.0,0.0,7.0
2026-08-31,C,25400.0,0.0,2.0
2026-08-31,P,25400.0,0.0,30.0
2026-08-31,C,25500.0,0.0,23.0
2026-08-31,P,25500.0,0.0,17.0
2026-08-31,C,25600.0,0.0,0.0
2026-08-31,P,25600.0,0.0,8.0
2026-08-31,C,25700.0,0.0,0.0
2026-08-31,P,25700.0,0.0,8.0
2026-08-31,C,25800.0,0.0,0.0
2026-08-31,P,25800.0,0.0,32.0
2026-08-31,C,25900.0,0.0,0.0
2026-08-31,P,25900.0,0.0,51.0
2026-08-31,C,26000.0,0.0,3.0
2026-08-31,P,26000.0,0.0,110.0
2026-08-31,C,26100.0,0.0,0.0
2026-08-31,P,26100.0,0.0,33.0
2026-08-31,C,26200.0,0.0,2.0
2026-08-31,P,26200.0,0.0,39.0
2026-08-31,C,26300.0,0.0,0.0
2026-08-31,P,26300.0,0.0,8.0
2026-08-31,C,26400.0,0.0,4.0
2026-08-31,P,26400.0,0.0,14.0
2026-08-31,C,26500.0,0.0,5.0
2026-08-31,P,26500.0,0.0,47.0
2026-08-31,C,26600.0,0.0,1.0
2026-08-31,P,26600.0,0.0,4.0
2026-08-31,C,26700.0,0.0,1.0
2026-08-31,P,26700.0,0.0,37.0
2026-08-31,C,26800.0,0.0,1.0
2026-08-31,P,26800.0,0.0,90.0
2026-08-31,C,26850.0,0.0,0.0
2026-08-31,P,26850.0,0.0,52.0
2026-08-31,C,26900.0,0.0,0.0
2026-08-31,P,26900.0,0.0,15.0
2026-08-31,C,26950.0,0.0,0.0
2026-08-31,P,26950.0,0.0,13.0
2026-08-31,C,27000.0,0.0,1.0
2026-08-31,P,27000.0,0.0,109.0
2026-08-31,C,27050.0,0.0,0.0
2026-08-31,P,27050.0,0.0,4.0
2026-08-31,C,27100.0,0.0,2.0
2026-08-31,P,27100.0,0.0,26.0
2026-08-31,C,27150.0,0.0,1.0
2026-08-31,P,27150.0,0.0,3.0
2026-08-31,C,27200.0,0.0,2.0
2026-08-31,P,27200.0,0.0,36.0
2026-08-31,C,27250.0,0.0,0.0
2026-08-31,P,27250.0,0.0,28.0
2026-08-31,C,27300.0,0.0,2.0
2026-08-31,P,27300.0,0.0,10.0
2026-08-31,C,27350.0,0.0,0.0
2026-08-31,P,27350.0,0.0,4.0
2026-08-31,C,27400.0,0.0,20.0
2026-08-31,P,27400.0,0.0,206.0
2026-08-31,C,27450.0,0.0,0.0
2026-08-31,P,27450.0,0.0,13.0
2026-08-31,C,27500.0,0.0,3.0
2026-08-31,P,27500.0,0.0,31.0
2026-08-31,C,27550.0,0.0,0.0
2026-08-31,P,27550.0,0.0,33.0
2026-08-31,C,27600.0,0.0,1.0
2026-08-31,P,27600.0,0.0,65.0
2026-08-31,C,27650.0,0.0,0.0
2026-08-31,P,27650.0,0.0,7.0
2026-08-31,C,27675.0,0.0,0.0
2026-08-31,P,27675.0,0.0,3.0
2026-08-31,C,27700.0,0.0,1.0
2026-08-31,P,27700.0,0.0,11.0
2026-08-31,C,27725.0,0.0,0.0
2026-08-31,P,27725.0,0.0,9.0
2026-08-31,C,27750.0,0.0,0.0
2026-08-31,P,27750.0,0.0,18.0
2026-08-31,C,27775.0,0.0,0.0
2026-08-31,P,27775.0,0.0,0.0
2026-08-31,C,27800.0,0.0,3.0
2026-08-31,P,27800.0,0.0,315.0
2026-08-31,C,27825.0,0.0,0.0
2026-08-31,P,27825.0,0.0,4.0
2026-08-31,C,27850.0,0.0,1.0
2026-08-31,P,27850.0,0.0,27.0
2026-08-31,C,27875.0,0.0,1.0
2026-08-31,P,27875.0,0.0,3.0
2026-08-31,C,27900.0,0.0,1.0
2026-08-31,P,27900.0,0.0,18.0
2026-08-31,C,27925.0,0.0,0.0
2026-08-31,P,27925.0,0.0,1.0
2026-08-31,C,27950.0,0.0,1.0
2026-08-31,P,27950.0,0.0,24.0
2026-08-31,C,27975.0,0.0,0.0
2026-08-31,P,27975.0,0.0,15.0
2026-08-31,C,28000.0,0.0,36.0
2026-08-31,P,28000.0,0.0,98.0
2026-08-31,C,28025.0,0.0,0.0
2026-08-31,P,28025.0,0.0,1.0
2026-08-31,C,28050.0,0.0,10.0
2026-08-31,P,28050.0,0.0,17.0
2026-08-31,C,28075.0,0.0,0.0
2026-08-31,P,28075.0,0.0,14.0
2026-08-31,C,28100.0,0.0,18.0
2026-08-31,P,28100.0,0.0,62.0
2026-08-31,C,28125.0,0.0,0.0
2026-08-31,P,28125.0,0.0,6.0
2026-08-31,C,28150.0,0.0,3.0
2026-08-31,P,28150.0,0.0,5.0
2026-08-31,C,28175.0,0.0,0.0
2026-08-31,P,28175.0,0.0,23.0
2026-08-31,C,28200.0,0.0,1.0
2026-08-31,P,28200.0,0.0,23.0
2026-08-31,C,28225.0,0.0,0.0
2026-08-31,P,28225.0,0.0,1.0
2026-08-31,C,28250.0,0.0,0.0
2026-08-31,P,28250.0,0.0,12.0
2026-08-31,C,28260.0,0.0,0.0
2026-08-31,P,28260.0,0.0,0.0
2026-08-31,C,28270.0,0.0,0.0
2026-08-31,P,28270.0,0.0,0.0
2026-08-31,C,28275.0,0.0,0.0
2026-08-31,P,28275.0,0.0,1.0
2026-08-31,C,28280.0,0.0,0.0
2026-08-31,P,28280.0,0.0,0.0
2026-08-31,C,28290.0,0.0,0.0
2026-08-31,P,28290.0,0.0,8.0
2026-08-31,C,28300.0,0.0,0.0
2026-08-31,P,28300.0,0.0,81.0
2026-08-31,C,28310.0,0.0,0.0
2026-08-31,P,28310.0,0.0,0.0
2026-08-31,C,28320.0,0.0,0.0
2026-08-31,P,28320.0,0.0,0.0
2026-08-31,C,28325.0,0.0,0.0
2026-08-31,P,28325.0,0.0,1.0
2026-08-31,C,28330.0,0.0,0.0
2026-08-31,P,28330.0,0.0,0.0
2026-08-31,C,28340.0,0.0,0.0
2026-08-31,P,28340.0,0.0,1.0
2026-08-31,C,28350.0,0.0,0.0
2026-08-31,P,28350.0,0.0,22.0
2026-08-31,C,28360.0,0.0,0.0
2026-08-31,P,28360.0,0.0,13.0
2026-08-31,C,28370.0,0.0,0.0
2026-08-31,P,28370.0,0.0,0.0
2026-08-31,C,28375.0,0.0,0.0
2026-08-31,P,28375.0,0.0,18.0
2026-08-31,C,28380.0,0.0,0.0
2026-08-31,P,28380.0,0.0,0.0
2026-08-31,C,28390.0,0.0,0.0
2026-08-31,P,28390.0,0.0,2.0
2026-08-31,C,28400.0,0.0,9.0
2026-08-31,P,28400.0,0.0,85.0
2026-08-31,C,28410.0,0.0,0.0
2026-08-31,P,28410.0,0.0,0.0
2026-08-31,C,28420.0,0.0,0.0
2026-08-31,P,28420.0,0.0,0.0
2026-08-31,C,28425.0,0.0,0.0
2026-08-31,P,28425.0,0.0,2.0
2026-08-31,C,28430.0,0.0,0.0
2026-08-31,P,28430.0,0.0,0.0
2026-08-31,C,28440.0,0.0,0.0
2026-08-31,P,28440.0,0.0,0.0
2026-08-31,C,28450.0,0.0,0.0
2026-08-31,P,28450.0,0.0,24.0
2026-08-31,C,28460.0,0.0,0.0
2026-08-31,P,28460.0,0.0,1.0
2026-08-31,C,28470.0,0.0,0.0
2026-08-31,P,28470.0,0.0,0.0
2026-08-31,C,28475.0,0.0,0.0
2026-08-31,P,28475.0,0.0,2.0
2026-08-31,C,28480.0,0.0,0.0
2026-08-31,P,28480.0,0.0,17.0
2026-08-31,C,28490.0,0.0,0.0
2026-08-31,P,28490.0,0.0,35.0
2026-08-31,C,28500.0,0.0,23.0
2026-08-31,P,28500.0,0.0,145.0
2026-08-31,C,28510.0,0.0,0.0
2026-08-31,P,28510.0,0.0,1.0
2026-08-31,C,28520.0,0.0,0.0
2026-08-31,P,28520.0,0.0,0.0
2026-08-31,C,28525.0,0.0,0.0
2026-08-31,P,28525.0,0.0,2.0
2026-08-31,C,28530.0,0.0,0.0
2026-08-31,P,28530.0,0.0,0.0
2026-08-31,C,28540.0,0.0,0.0
2026-08-31,P,28540.0,0.0,1.0
2026-08-31,C,28550.0,0.0,5.0
2026-08-31,P,28550.0,0.0,17.0
2026-08-31,C,28560.0,0.0,0.0
2026-08-31,P,28560.0,0.0,152.0
2026-08-31,C,28570.0,0.0,0.0
2026-08-31,P,28570.0,0.0,12.0
2026-08-31,C,28575.0,0.0,0.0
2026-08-31,P,28575.0,0.0,2.0
2026-08-31,C,28580.0,0.0,0.0
2026-08-31,P,28580.0,0.0,0.0
2026-08-31,C,28590.0,0.0,0.0
2026-08-31,P,28590.0,0.0,31.0
2026-08-31,C,28600.0,0.0,7.0
2026-08-31,P,28600.0,0.0,56.0
2026-08-31,C,28610.0,0.0,0.0
